model,sample.id,experiment,chrom,contigStart,contigEnd,peaks,bases
macs2.default,McGill0010,H3K4me3,chr5,91686128,138787073,171,47100945
macs2.broad,McGill0010,H3K4me3,chr5,91686128,138787073,127,47100945
macs2.default,McGill0006,H3K4me3,chr5,91686128,138787073,83,47100945
macs2.broad,McGill0006,H3K4me3,chr5,91686128,138787073,71,47100945
PeakSegPipeline,McGill0002,H3K36me3,chr5,91686128,138787073,126,47100945
PeakSegPipeline,McGill0007,H3K36me3,chr5,91686128,138787073,113,47100945
PeakSegPipeline,McGill0025,H3K36me3,chr5,91686128,138787073,108,47100945
PeakSegPipeline,McGill0028,H3K36me3,chr5,91686128,138787073,107,47100945
PeakSegPipeline,McGill0023,H3K36me3,chr5,91686128,138787073,111,47100945
macs2.broad,McGill0267,H3K36me3,chr5,91686128,138787073,38,47100945
macs2.default,McGill0267,H3K36me3,chr5,91686128,138787073,40,47100945
PeakSegPipeline,McGill0012,H3K36me3,chr5,91686128,138787073,107,47100945
macs2.default,McGill0006,H3K36me3,chr5,91686128,138787073,179,47100945
macs2.broad,McGill0006,H3K36me3,chr5,91686128,138787073,154,47100945
macs2.broad,McGill0036,H3K4me3,chr5,138837073,155138727,328,16301654
macs2.broad,McGill0012,H3K4me3,chr5,138837073,155138727,445,16301654
macs2.broad,McGill0013,H3K4me3,chr5,138837073,155138727,281,16301654
macs2.default,McGill0036,H3K4me3,chr5,138837073,155138727,460,16301654
macs2.broad,McGill0022,H3K4me3,chr5,138837073,155138727,396,16301654
macs2.default,McGill0022,H3K4me3,chr5,138837073,155138727,500,16301654
macs2.broad,McGill0037,H3K4me3,chr5,138837073,155138727,427,16301654
macs2.default,McGill0013,H3K4me3,chr5,138837073,155138727,413,16301654
macs2.broad,McGill0019,H3K4me3,chr5,138837073,155138727,367,16301654
macs2.default,McGill0037,H3K4me3,chr5,138837073,155138727,674,16301654
macs2.default,McGill0012,H3K4me3,chr5,138837073,155138727,672,16301654
macs2.default,McGill0014,H3K4me3,chr5,138837073,155138727,442,16301654
macs2.broad,McGill0014,H3K4me3,chr5,138837073,155138727,298,16301654
macs2.broad,McGill0016,H3K4me3,chr5,138837073,155138727,290,16301654
macs2.default,McGill0019,H3K4me3,chr5,138837073,155138727,585,16301654
PeakSegPipeline,McGill0022,H3K4me3,chr5,138837073,155138727,394,16301654
PeakSegPipeline,McGill0019,H3K4me3,chr5,138837073,155138727,395,16301654
PeakSegPipeline,McGill0036,H3K4me3,chr5,138837073,155138727,406,16301654
PeakSegPipeline,McGill0037,H3K4me3,chr5,138837073,155138727,374,16301654
PeakSegPipeline,McGill0012,H3K4me3,chr5,138837073,155138727,446,16301654
PeakSegPipeline,McGill0013,H3K4me3,chr5,138837073,155138727,395,16301654
PeakSegPipeline,McGill0014,H3K4me3,chr5,138837073,155138727,367,16301654
PeakSegPipeline,McGill0016,H3K4me3,chr5,138837073,155138727,296,16301654
macs2.default,McGill0016,H3K4me3,chr5,138837073,155138727,457,16301654
macs2.broad,McGill0015,H3K4me3,chr5,138837073,155138727,252,16301654
macs2.default,McGill0015,H3K4me3,chr5,138837073,155138727,392,16301654
macs2.broad,McGill0079,H3K4me3,chr5,138837073,155138727,275,16301654
macs2.default,McGill0079,H3K4me3,chr5,138837073,155138727,394,16301654
macs2.broad,McGill0002,H3K4me3,chr5,138837073,155138727,317,16301654
macs2.broad,McGill0005,H3K4me3,chr5,138837073,155138727,206,16301654
macs2.default,McGill0002,H3K4me3,chr5,138837073,155138727,488,16301654
macs2.default,McGill0005,H3K4me3,chr5,138837073,155138727,295,16301654
macs2.broad,McGill0106,H3K4me3,chr5,138837073,155138727,326,16301654
PeakSegPipeline,McGill0079,H3K4me3,chr5,138837073,155138727,436,16301654
PeakSegPipeline,McGill0005,H3K4me3,chr5,138837073,155138727,243,16301654
PeakSegPipeline,McGill0008,H3K4me3,chr5,138837073,155138727,226,16301654
PeakSegPipeline,McGill0009,H3K4me3,chr5,138837073,155138727,217,16301654
PeakSegPipeline,McGill0011,H3K4me3,chr5,138837073,155138727,223,16301654
PeakSegPipeline,McGill0024,H3K4me3,chr5,138837073,155138727,202,16301654
PeakSegPipeline,McGill0102,H3K4me3,chr5,138837073,155138727,246,16301654
PeakSegPipeline,McGill0106,H3K4me3,chr5,138837073,155138727,248,16301654
macs2.broad,McGill0008,H3K4me3,chr5,138837073,155138727,155,16301654
macs2.default,McGill0008,H3K4me3,chr5,138837073,155138727,228,16301654
macs2.default,McGill0009,H3K4me3,chr5,138837073,155138727,211,16301654
macs2.broad,McGill0009,H3K4me3,chr5,138837073,155138727,147,16301654
macs2.default,McGill0024,H3K4me3,chr5,138837073,155138727,187,16301654
macs2.broad,McGill0024,H3K4me3,chr5,138837073,155138727,124,16301654
macs2.broad,McGill0102,H3K4me3,chr5,138837073,155138727,363,16301654
macs2.default,McGill0102,H3K4me3,chr5,138837073,155138727,714,16301654
macs2.default,McGill0267,H3K4me3,chr5,138837073,155138727,189,16301654
macs2.broad,McGill0267,H3K4me3,chr5,138837073,155138727,136,16301654
macs2.broad,McGill0027,H3K4me3,chr5,138837073,155138727,92,16301654
macs2.default,McGill0027,H3K4me3,chr5,138837073,155138727,134,16301654
macs2.broad,McGill0004,H3K4me3,chr5,138837073,155138727,81,16301654
macs2.default,McGill0106,H3K4me3,chr5,138837073,155138727,654,16301654
macs2.default,McGill0011,H3K4me3,chr5,138837073,155138727,221,16301654
macs2.broad,McGill0011,H3K4me3,chr5,138837073,155138727,159,16301654
macs2.broad,McGill0007,H3K4me3,chr5,138837073,155138727,104,16301654
macs2.default,McGill0007,H3K4me3,chr5,138837073,155138727,160,16301654
macs2.default,McGill0004,H3K4me3,chr5,138837073,155138727,127,16301654
macs2.broad,McGill0101,H3K4me3,chr5,138837073,155138727,400,16301654
macs2.default,McGill0101,H3K4me3,chr5,138837073,155138727,697,16301654
macs2.broad,McGill0013,H3K36me3,chr5,138837073,155138727,745,16301654
macs2.default,McGill0013,H3K36me3,chr5,138837073,155138727,2096,16301654
macs2.broad,McGill0022,H3K36me3,chr5,138837073,155138727,450,16301654
macs2.default,McGill0016,H3K36me3,chr5,138837073,155138727,2148,16301654
macs2.broad,McGill0016,H3K36me3,chr5,138837073,155138727,785,16301654
macs2.broad,McGill0011,H3K36me3,chr5,138837073,155138727,308,16301654
macs2.default,McGill0022,H3K36me3,chr5,138837073,155138727,1356,16301654
macs2.default,McGill0011,H3K36me3,chr5,138837073,155138727,1103,16301654
macs2.broad,McGill0005,H3K36me3,chr5,138837073,155138727,222,16301654
macs2.default,McGill0008,H3K36me3,chr5,138837073,155138727,927,16301654
macs2.broad,McGill0008,H3K36me3,chr5,138837073,155138727,251,16301654
macs2.default,McGill0024,H3K36me3,chr5,138837073,155138727,772,16301654
macs2.broad,McGill0024,H3K36me3,chr5,138837073,155138727,256,16301654
macs2.default,McGill0079,H3K36me3,chr5,138837073,155138727,843,16301654
macs2.broad,McGill0079,H3K36me3,chr5,138837073,155138727,321,16301654
macs2.broad,McGill0023,H3K36me3,chr5,138837073,155138727,445,16301654
macs2.default,McGill0102,H3K36me3,chr5,138837073,155138727,1052,16301654
macs2.broad,McGill0102,H3K36me3,chr5,138837073,155138727,312,16301654
macs2.default,McGill0009,H3K36me3,chr5,138837073,155138727,716,16301654
macs2.broad,McGill0009,H3K36me3,chr5,138837073,155138727,224,16301654
macs2.broad,McGill0027,H3K36me3,chr5,138837073,155138727,237,16301654
macs2.broad,McGill0026,H3K36me3,chr5,138837073,155138727,248,16301654
macs2.broad,McGill0106,H3K36me3,chr5,138837073,155138727,335,16301654
macs2.broad,McGill0007,H3K36me3,chr5,138837073,155138727,199,16301654
macs2.broad,McGill0028,H3K36me3,chr5,138837073,155138727,254,16301654
macs2.default,McGill0028,H3K36me3,chr5,138837073,155138727,669,16301654
macs2.default,McGill0106,H3K36me3,chr5,138837073,155138727,1047,16301654
macs2.default,McGill0026,H3K36me3,chr5,138837073,155138727,875,16301654
macs2.broad,McGill0104,H3K36me3,chr5,138837073,155138727,339,16301654
macs2.broad,McGill0107,H3K36me3,chr5,138837073,155138727,295,16301654
macs2.default,McGill0037,H3K36me3,chr5,138837073,155138727,1784,16301654
macs2.broad,McGill0037,H3K36me3,chr5,138837073,155138727,627,16301654
macs2.default,McGill0005,H3K36me3,chr5,138837073,155138727,814,16301654
macs2.default,McGill0027,H3K36me3,chr5,138837073,155138727,936,16301654
macs2.default,McGill0023,H3K36me3,chr5,138837073,155138727,1192,16301654
macs2.default,McGill0007,H3K36me3,chr5,138837073,155138727,780,16301654
macs2.default,McGill0104,H3K36me3,chr5,138837073,155138727,1173,16301654
macs2.default,McGill0107,H3K36me3,chr5,138837073,155138727,874,16301654
macs2.broad,McGill0036,H3K36me3,chr5,138837073,155138727,656,16301654
macs2.broad,McGill0002,H3K36me3,chr5,138837073,155138727,323,16301654
macs2.broad,McGill0001,H3K36me3,chr5,138837073,155138727,302,16301654
macs2.default,McGill0001,H3K36me3,chr5,138837073,155138727,851,16301654
macs2.default,McGill0036,H3K36me3,chr5,138837073,155138727,1805,16301654
macs2.broad,McGill0004,H3K36me3,chr5,138837073,155138727,255,16301654
macs2.default,McGill0002,H3K36me3,chr5,138837073,155138727,931,16301654
macs2.default,McGill0004,H3K36me3,chr5,138837073,155138727,811,16301654
macs2.broad,McGill0095,H3K4me3,chr5,138837073,155138727,271,16301654
macs2.default,McGill0095,H3K4me3,chr5,138837073,155138727,473,16301654
macs2.broad,McGill0059,H3K4me3,chr5,138837073,155138727,345,16301654
macs2.broad,McGill0001,H3K4me3,chr5,138837073,155138727,124,16301654
macs2.default,McGill0059,H3K4me3,chr5,138837073,155138727,637,16301654
macs2.broad,McGill0028,H3K4me3,chr5,138837073,155138727,79,16301654
macs2.default,McGill0058,H3K4me3,chr5,138837073,155138727,557,16301654
macs2.broad,McGill0058,H3K4me3,chr5,138837073,155138727,336,16301654
macs2.broad,McGill0107,H3K4me3,chr5,138837073,155138727,253,16301654
macs2.default,McGill0104,H3K4me3,chr5,138837073,155138727,459,16301654
macs2.broad,McGill0104,H3K4me3,chr5,138837073,155138727,287,16301654
PeakSegPipeline,McGill0267,H3K4me3,chr5,138837073,155138727,147,16301654
PeakSegPipeline,McGill0001,H3K4me3,chr5,138837073,155138727,199,16301654
PeakSegPipeline,McGill0002,H3K4me3,chr5,138837073,155138727,327,16301654
PeakSegPipeline,McGill0058,H3K4me3,chr5,138837073,155138727,329,16301654
PeakSegPipeline,McGill0101,H3K4me3,chr5,138837073,155138727,347,16301654
PeakSegPipeline,McGill0104,H3K4me3,chr5,138837073,155138727,271,16301654
PeakSegPipeline,McGill0004,H3K4me3,chr5,138837073,155138727,148,16301654
PeakSegPipeline,McGill0006,H3K4me3,chr5,138837073,155138727,119,16301654
PeakSegPipeline,McGill0007,H3K4me3,chr5,138837073,155138727,180,16301654
PeakSegPipeline,McGill0010,H3K4me3,chr5,138837073,155138727,93,16301654
PeakSegPipeline,McGill0025,H3K4me3,chr5,138837073,155138727,171,16301654
PeakSegPipeline,McGill0026,H3K4me3,chr5,138837073,155138727,128,16301654
PeakSegPipeline,McGill0027,H3K4me3,chr5,138837073,155138727,179,16301654
PeakSegPipeline,McGill0028,H3K4me3,chr5,138837073,155138727,143,16301654
PeakSegPipeline,McGill0029,H3K4me3,chr5,138837073,155138727,107,16301654
PeakSegPipeline,McGill0059,H3K4me3,chr5,138837073,155138727,290,16301654
PeakSegPipeline,McGill0095,H3K4me3,chr5,138837073,155138727,245,16301654
PeakSegPipeline,McGill0107,H3K4me3,chr5,138837073,155138727,209,16301654
macs2.broad,McGill0025,H3K4me3,chr5,138837073,155138727,90,16301654
macs2.default,McGill0025,H3K4me3,chr5,138837073,155138727,138,16301654
macs2.default,McGill0001,H3K4me3,chr5,138837073,155138727,176,16301654
macs2.default,McGill0028,H3K4me3,chr5,138837073,155138727,116,16301654
macs2.default,McGill0026,H3K4me3,chr5,138837073,155138727,92,16301654
macs2.broad,McGill0026,H3K4me3,chr5,138837073,155138727,64,16301654
macs2.default,McGill0107,H3K4me3,chr5,138837073,155138727,431,16301654
macs2.broad,McGill0006,H3K4me3,chr5,138837073,155138727,39,16301654
macs2.default,McGill0006,H3K4me3,chr5,138837073,155138727,45,16301654
macs2.broad,McGill0010,H3K4me3,chr5,138837073,155138727,50,16301654
macs2.default,McGill0010,H3K4me3,chr5,138837073,155138727,63,16301654
macs2.broad,McGill0012,H3K36me3,chr5,138837073,155138727,444,16301654
macs2.default,McGill0012,H3K36me3,chr5,138837073,155138727,1255,16301654
macs2.default,McGill0003,H3K4me3,chr5,138837073,155138727,353,16301654
macs2.broad,McGill0003,H3K4me3,chr5,138837073,155138727,254,16301654
PeakSegPipeline,McGill0091,H3K4me3,chr5,138837073,155138727,390,16301654
PeakSegPipeline,McGill0322,H3K4me3,chr5,138837073,155138727,219,16301654
macs2.broad,McGill0322,H3K4me3,chr5,138837073,155138727,276,16301654
macs2.default,McGill0322,H3K4me3,chr5,138837073,155138727,433,16301654
macs2.broad,McGill0091,H3K4me3,chr5,138837073,155138727,407,16301654
macs2.default,McGill0091,H3K4me3,chr5,138837073,155138727,709,16301654
PeakSegPipeline,McGill0023,H3K4me3,chr5,138837073,155138727,129,16301654
macs2.default,McGill0029,H3K4me3,chr5,138837073,155138727,100,16301654
macs2.broad,McGill0029,H3K4me3,chr5,138837073,155138727,82,16301654
macs2.broad,McGill0023,H3K4me3,chr5,138837073,155138727,99,16301654
macs2.default,McGill0023,H3K4me3,chr5,138837073,155138727,137,16301654
PeakSegPipeline,McGill0322,H3K36me3,chr5,138837073,155138727,53,16301654
PeakSegPipeline,McGill0022,H3K36me3,chr5,138837073,155138727,70,16301654
PeakSegPipeline,McGill0023,H3K36me3,chr5,138837073,155138727,54,16301654
PeakSegPipeline,McGill0001,H3K36me3,chr5,138837073,155138727,57,16301654
PeakSegPipeline,McGill0002,H3K36me3,chr5,138837073,155138727,57,16301654
PeakSegPipeline,McGill0079,H3K36me3,chr5,138837073,155138727,60,16301654
PeakSegPipeline,McGill0101,H3K36me3,chr5,138837073,155138727,60,16301654
PeakSegPipeline,McGill0104,H3K36me3,chr5,138837073,155138727,59,16301654
PeakSegPipeline,McGill0019,H3K36me3,chr5,138837073,155138727,51,16301654
PeakSegPipeline,McGill0036,H3K36me3,chr5,138837073,155138727,70,16301654
PeakSegPipeline,McGill0037,H3K36me3,chr5,138837073,155138727,65,16301654
PeakSegPipeline,McGill0012,H3K36me3,chr5,138837073,155138727,49,16301654
PeakSegPipeline,McGill0013,H3K36me3,chr5,138837073,155138727,65,16301654
PeakSegPipeline,McGill0016,H3K36me3,chr5,138837073,155138727,57,16301654
PeakSegPipeline,McGill0004,H3K36me3,chr5,138837073,155138727,54,16301654
PeakSegPipeline,McGill0005,H3K36me3,chr5,138837073,155138727,53,16301654
PeakSegPipeline,McGill0007,H3K36me3,chr5,138837073,155138727,51,16301654
PeakSegPipeline,McGill0008,H3K36me3,chr5,138837073,155138727,51,16301654
PeakSegPipeline,McGill0009,H3K36me3,chr5,138837073,155138727,54,16301654
PeakSegPipeline,McGill0011,H3K36me3,chr5,138837073,155138727,55,16301654
PeakSegPipeline,McGill0024,H3K36me3,chr5,138837073,155138727,55,16301654
PeakSegPipeline,McGill0025,H3K36me3,chr5,138837073,155138727,49,16301654
PeakSegPipeline,McGill0026,H3K36me3,chr5,138837073,155138727,52,16301654
PeakSegPipeline,McGill0027,H3K36me3,chr5,138837073,155138727,52,16301654
PeakSegPipeline,McGill0028,H3K36me3,chr5,138837073,155138727,50,16301654
PeakSegPipeline,McGill0029,H3K36me3,chr5,138837073,155138727,56,16301654
PeakSegPipeline,McGill0102,H3K36me3,chr5,138837073,155138727,56,16301654
PeakSegPipeline,McGill0106,H3K36me3,chr5,138837073,155138727,53,16301654
PeakSegPipeline,McGill0107,H3K36me3,chr5,138837073,155138727,55,16301654
macs2.broad,McGill0019,H3K36me3,chr5,138837073,155138727,586,16301654
macs2.default,McGill0019,H3K36me3,chr5,138837073,155138727,1237,16301654
macs2.broad,McGill0322,H3K36me3,chr5,138837073,155138727,297,16301654
macs2.default,McGill0322,H3K36me3,chr5,138837073,155138727,1038,16301654
macs2.broad,McGill0029,H3K36me3,chr5,138837073,155138727,426,16301654
macs2.default,McGill0029,H3K36me3,chr5,138837073,155138727,1064,16301654
macs2.broad,McGill0101,H3K36me3,chr5,138837073,155138727,460,16301654
macs2.default,McGill0101,H3K36me3,chr5,138837073,155138727,1245,16301654
macs2.broad,McGill0025,H3K36me3,chr5,138837073,155138727,232,16301654
macs2.default,McGill0025,H3K36me3,chr5,138837073,155138727,709,16301654
macs2.broad,McGill0006,H3K36me3,chr5,138837073,155138727,87,16301654
macs2.default,McGill0006,H3K36me3,chr5,138837073,155138727,107,16301654
macs2.broad,McGill0010,H3K36me3,chr5,138837073,155138727,187,16301654
macs2.default,McGill0010,H3K36me3,chr5,138837073,155138727,283,16301654
macs2.broad,McGill0267,H3K36me3,chr5,138837073,155138727,18,16301654
macs2.default,McGill0267,H3K36me3,chr5,138837073,155138727,19,16301654
macs2.broad,McGill0016,H3K36me3,chr5,155188727,180905260,627,25716533
macs2.default,McGill0016,H3K36me3,chr5,155188727,180905260,1919,25716533
PeakSegPipeline,McGill0091,H3K4me3,chr5,155188727,180905260,541,25716533
PeakSegPipeline,McGill0059,H3K4me3,chr5,155188727,180905260,441,25716533
PeakSegPipeline,McGill0095,H3K4me3,chr5,155188727,180905260,340,25716533
PeakSegPipeline,McGill0107,H3K4me3,chr5,155188727,180905260,312,25716533
macs2.broad,McGill0059,H3K4me3,chr5,155188727,180905260,389,25716533
macs2.broad,McGill0095,H3K4me3,chr5,155188727,180905260,329,25716533
macs2.default,McGill0095,H3K4me3,chr5,155188727,180905260,501,25716533
macs2.broad,McGill0102,H3K4me3,chr5,155188727,180905260,455,25716533
macs2.broad,McGill0104,H3K4me3,chr5,155188727,180905260,330,25716533
macs2.default,McGill0106,H3K4me3,chr5,155188727,180905260,667,25716533
macs2.broad,McGill0106,H3K4me3,chr5,155188727,180905260,437,25716533
macs2.default,McGill0102,H3K4me3,chr5,155188727,180905260,745,25716533
macs2.default,McGill0104,H3K4me3,chr5,155188727,180905260,533,25716533
macs2.broad,McGill0107,H3K4me3,chr5,155188727,180905260,270,25716533
macs2.default,McGill0059,H3K4me3,chr5,155188727,180905260,613,25716533
macs2.default,McGill0107,H3K4me3,chr5,155188727,180905260,407,25716533
macs2.default,McGill0091,H3K4me3,chr5,155188727,180905260,728,25716533
macs2.broad,McGill0091,H3K4me3,chr5,155188727,180905260,519,25716533
macs2.broad,McGill0036,H3K36me3,chr5,155188727,180905260,526,25716533
macs2.default,McGill0036,H3K36me3,chr5,155188727,180905260,1681,25716533
macs2.default,McGill0037,H3K4me3,chr5,155188727,180905260,543,25716533
macs2.broad,McGill0037,H3K4me3,chr5,155188727,180905260,386,25716533
macs2.default,McGill0019,H3K4me3,chr5,155188727,180905260,498,25716533
macs2.broad,McGill0019,H3K4me3,chr5,155188727,180905260,316,25716533
macs2.broad,McGill0012,H3K4me3,chr5,155188727,180905260,425,25716533
macs2.default,McGill0012,H3K4me3,chr5,155188727,180905260,614,25716533
macs2.broad,McGill0003,H3K4me3,chr5,155188727,180905260,363,25716533
macs2.default,McGill0003,H3K4me3,chr5,155188727,180905260,462,25716533
PeakSegPipeline,McGill0012,H3K4me3,chr5,155188727,180905260,455,25716533
macs2.broad,McGill0036,H3K4me3,chr5,155188727,180905260,306,25716533
macs2.default,McGill0036,H3K4me3,chr5,155188727,180905260,441,25716533
macs2.default,McGill0029,H3K4me3,chr5,155188727,180905260,186,25716533
macs2.broad,McGill0029,H3K4me3,chr5,155188727,180905260,147,25716533
PeakSegPipeline,McGill0058,H3K4me3,chr5,155188727,180905260,391,25716533
PeakSegPipeline,McGill0101,H3K4me3,chr5,155188727,180905260,454,25716533
PeakSegPipeline,McGill0102,H3K4me3,chr5,155188727,180905260,365,25716533
macs2.broad,McGill0058,H3K4me3,chr5,155188727,180905260,321,25716533
macs2.default,McGill0058,H3K4me3,chr5,155188727,180905260,490,25716533
macs2.broad,McGill0101,H3K4me3,chr5,155188727,180905260,436,25716533
macs2.default,McGill0101,H3K4me3,chr5,155188727,180905260,694,25716533
macs2.broad,McGill0019,H3K36me3,chr5,155188727,180905260,632,25716533
macs2.default,McGill0019,H3K36me3,chr5,155188727,180905260,1145,25716533
macs2.default,McGill0016,H3K4me3,chr5,155188727,180905260,399,25716533
macs2.broad,McGill0016,H3K4me3,chr5,155188727,180905260,262,25716533
macs2.broad,McGill0013,H3K4me3,chr5,155188727,180905260,296,25716533
macs2.default,McGill0013,H3K4me3,chr5,155188727,180905260,442,25716533
macs2.broad,McGill0014,H3K4me3,chr5,155188727,180905260,269,25716533
macs2.default,McGill0014,H3K4me3,chr5,155188727,180905260,393,25716533
macs2.broad,McGill0025,H3K4me3,chr5,155188727,180905260,130,25716533
macs2.default,McGill0025,H3K4me3,chr5,155188727,180905260,198,25716533
PeakSegPipeline,McGill0022,H3K4me3,chr5,155188727,180905260,470,25716533
PeakSegPipeline,McGill0023,H3K4me3,chr5,155188727,180905260,167,25716533
PeakSegPipeline,McGill0019,H3K4me3,chr5,155188727,180905260,360,25716533
PeakSegPipeline,McGill0036,H3K4me3,chr5,155188727,180905260,400,25716533
PeakSegPipeline,McGill0037,H3K4me3,chr5,155188727,180905260,362,25716533
PeakSegPipeline,McGill0013,H3K4me3,chr5,155188727,180905260,426,25716533
PeakSegPipeline,McGill0014,H3K4me3,chr5,155188727,180905260,360,25716533
PeakSegPipeline,McGill0016,H3K4me3,chr5,155188727,180905260,294,25716533
macs2.default,McGill0015,H3K4me3,chr5,155188727,180905260,375,25716533
macs2.broad,McGill0015,H3K4me3,chr5,155188727,180905260,253,25716533
macs2.broad,McGill0022,H3K4me3,chr5,155188727,180905260,485,25716533
macs2.default,McGill0022,H3K4me3,chr5,155188727,180905260,642,25716533
macs2.default,McGill0037,H3K36me3,chr5,155188727,180905260,1678,25716533
macs2.broad,McGill0037,H3K36me3,chr5,155188727,180905260,541,25716533
macs2.broad,McGill0013,H3K36me3,chr5,155188727,180905260,702,25716533
macs2.default,McGill0013,H3K36me3,chr5,155188727,180905260,2127,25716533
macs2.broad,McGill0012,H3K36me3,chr5,155188727,180905260,484,25716533
macs2.default,McGill0012,H3K36me3,chr5,155188727,180905260,1266,25716533
macs2.broad,McGill0005,H3K4me3,chr5,155188727,180905260,274,25716533
macs2.default,McGill0005,H3K4me3,chr5,155188727,180905260,448,25716533
PeakSegPipeline,McGill0106,H3K4me3,chr5,155188727,180905260,373,25716533
macs2.default,McGill0322,H3K4me3,chr5,155188727,180905260,443,25716533
macs2.broad,McGill0322,H3K4me3,chr5,155188727,180905260,295,25716533
macs2.broad,McGill0101,H3K36me3,chr5,155188727,180905260,647,25716533
macs2.default,McGill0101,H3K36me3,chr5,155188727,180905260,1612,25716533
macs2.broad,McGill0002,H3K36me3,chr5,155188727,180905260,430,25716533
macs2.default,McGill0002,H3K36me3,chr5,155188727,180905260,1222,25716533
macs2.broad,McGill0106,H3K36me3,chr5,155188727,180905260,534,25716533
macs2.default,McGill0106,H3K36me3,chr5,155188727,180905260,1620,25716533
macs2.broad,McGill0102,H3K36me3,chr5,155188727,180905260,519,25716533
macs2.default,McGill0102,H3K36me3,chr5,155188727,180905260,1637,25716533
PeakSegPipeline,McGill0005,H3K4me3,chr5,155188727,180905260,356,25716533
PeakSegPipeline,McGill0024,H3K4me3,chr5,155188727,180905260,266,25716533
macs2.broad,McGill0010,H3K4me3,chr5,155188727,180905260,78,25716533
macs2.default,McGill0010,H3K4me3,chr5,155188727,180905260,103,25716533
macs2.broad,McGill0024,H3K4me3,chr5,155188727,180905260,173,25716533
macs2.broad,McGill0267,H3K4me3,chr5,155188727,180905260,220,25716533
macs2.default,McGill0267,H3K4me3,chr5,155188727,180905260,290,25716533
macs2.broad,McGill0008,H3K4me3,chr5,155188727,180905260,224,25716533
macs2.default,McGill0008,H3K4me3,chr5,155188727,180905260,373,25716533
macs2.default,McGill0011,H3K4me3,chr5,155188727,180905260,348,25716533
macs2.broad,McGill0011,H3K4me3,chr5,155188727,180905260,229,25716533
macs2.default,McGill0024,H3K4me3,chr5,155188727,180905260,285,25716533
macs2.default,McGill0022,H3K36me3,chr5,155188727,180905260,1694,25716533
macs2.broad,McGill0022,H3K36me3,chr5,155188727,180905260,564,25716533
macs2.default,McGill0024,H3K36me3,chr5,155188727,180905260,1403,25716533
macs2.broad,McGill0024,H3K36me3,chr5,155188727,180905260,427,25716533
macs2.broad,McGill0023,H3K36me3,chr5,155188727,180905260,596,25716533
macs2.default,McGill0023,H3K36me3,chr5,155188727,180905260,1475,25716533
macs2.broad,McGill0008,H3K36me3,chr5,155188727,180905260,468,25716533
macs2.broad,McGill0029,H3K36me3,chr5,155188727,180905260,727,25716533
macs2.default,McGill0029,H3K36me3,chr5,155188727,180905260,1445,25716533
macs2.default,McGill0008,H3K36me3,chr5,155188727,180905260,1592,25716533
macs2.broad,McGill0009,H3K36me3,chr5,155188727,180905260,417,25716533
macs2.broad,McGill0011,H3K36me3,chr5,155188727,180905260,547,25716533
macs2.default,McGill0011,H3K36me3,chr5,155188727,180905260,1824,25716533
macs2.broad,McGill0027,H3K36me3,chr5,155188727,180905260,482,25716533
macs2.default,McGill0027,H3K36me3,chr5,155188727,180905260,1425,25716533
macs2.default,McGill0009,H3K36me3,chr5,155188727,180905260,1375,25716533
macs2.broad,McGill0028,H3K36me3,chr5,155188727,180905260,428,25716533
macs2.default,McGill0028,H3K36me3,chr5,155188727,180905260,924,25716533
macs2.broad,McGill0002,H3K4me3,chr5,155188727,180905260,393,25716533
macs2.default,McGill0002,H3K4me3,chr5,155188727,180905260,600,25716533
macs2.broad,McGill0107,H3K36me3,chr5,155188727,180905260,445,25716533
macs2.default,McGill0107,H3K36me3,chr5,155188727,180905260,1272,25716533
macs2.broad,McGill0010,H3K36me3,chr5,155188727,180905260,231,25716533
macs2.default,McGill0010,H3K36me3,chr5,155188727,180905260,315,25716533
macs2.broad,McGill0005,H3K36me3,chr5,155188727,180905260,460,25716533
macs2.default,McGill0005,H3K36me3,chr5,155188727,180905260,1432,25716533
macs2.broad,McGill0004,H3K36me3,chr5,155188727,180905260,455,25716533
macs2.default,McGill0004,H3K36me3,chr5,155188727,180905260,1344,25716533
macs2.broad,McGill0027,H3K4me3,chr5,155188727,180905260,131,25716533
macs2.broad,McGill0009,H3K4me3,chr5,155188727,180905260,207,25716533
macs2.default,McGill0009,H3K4me3,chr5,155188727,180905260,339,25716533
PeakSegPipeline,McGill0008,H3K4me3,chr5,155188727,180905260,325,25716533
PeakSegPipeline,McGill0009,H3K4me3,chr5,155188727,180905260,299,25716533
PeakSegPipeline,McGill0027,H3K4me3,chr5,155188727,180905260,247,25716533
macs2.default,McGill0027,H3K4me3,chr5,155188727,180905260,210,25716533
macs2.broad,McGill0028,H3K4me3,chr5,155188727,180905260,122,25716533
macs2.default,McGill0028,H3K4me3,chr5,155188727,180905260,183,25716533
macs2.broad,McGill0007,H3K4me3,chr5,155188727,180905260,153,25716533
macs2.default,McGill0007,H3K4me3,chr5,155188727,180905260,234,25716533
macs2.default,McGill0079,H3K36me3,chr5,155188727,180905260,1175,25716533
macs2.broad,McGill0079,H3K36me3,chr5,155188727,180905260,394,25716533
macs2.broad,McGill0104,H3K36me3,chr5,155188727,180905260,425,25716533
PeakSegPipeline,McGill0022,H3K36me3,chr5,155188727,180905260,94,25716533
PeakSegPipeline,McGill0001,H3K36me3,chr5,155188727,180905260,84,25716533
PeakSegPipeline,McGill0002,H3K36me3,chr5,155188727,180905260,84,25716533
